,raw_text_src,raw_text,stance_label,spacy_processed_text,spacy_processed_text_src,avg_lev_dist
1557,Legalization of Abortion,We have the duty to protect the life of an unborn child. --Ronald Reagan #ccot #gop #SemST,2,"We have the duty to protect the life of an unborn child . [EOS]
--Ronald [EOS]
Reagan # ccot # gop # SemST [EOS]",Legalization of Abortion [EOS],103.4
1558,Legalization of Abortion,Abortion IS NOT a political issue it is a MORAL issue. #Catholic #Christian #Conservative #SemST,2,"Abortion IS NOT a political issue it is a MORAL issue . [EOS]
# Catholic # Christian # Conservative # SemST [EOS]",Legalization of Abortion [EOS],103.4125
1559,Donald Trump,"Donald Trump sold an apartment to a rich Mexican. See, he's cool. No problemo. #SemST",2,"Donald Trump sold an apartment to a rich Mexican . [EOS]
See , he 's cool . [EOS]
No problemo . [EOS]
# SemST [EOS]",Donald Trump [EOS],103.4125
1560,Donald Trump,@PhilippeHeller @steph93065 @Ron_Hutchcraft @AppSame @RickCanton @Chairmnoomowmow @LeahR77 @drscott_atlanta GOOD ANSWER #SemST,2,$MENTION$ $MENTION$ $MENTION$ $MENTION$ $MENTION$ $MENTION$ $MENTION$ $MENTION$ GOOD ANSWER # SemST [EOS],Donald Trump [EOS],103.4125
1561,Feminist Movement,"DEAR FEMINISTS IN GAMING  Respect is earned with hard work, not playing the victim.  #GamerGate #SemST",2,"DEAR FEMINISTS IN GAMING Respect is earned with hard work , not playing the victim . [EOS]
# GamerGate # SemST [EOS]",Feminist Movement [EOS],103.4375
1562,Hillary Clinton,Fashion News: Hillary has a new clothing line coming out called Flip Flops R US   #tcot #Benghazi #SemST,2,Fashion News : Hillary has a new clothing line coming out called Flip Flops R US # tcot # Benghazi # SemST [EOS],Hillary Clinton [EOS],103.4375
1563,Hillary Clinton,RT @putterrod: @IngrahamAngle Republicans everywhere are looking for someone to lead. A leader not a liar. #SemST,2,"RT $MENTION$ : $MENTION$ Republicans everywhere are looking for someone to lead . [EOS]
A leader not a liar . [EOS]
# SemST [EOS]",Hillary Clinton [EOS],103.4375
1564,Hillary Clinton,"@peddoc63 @Fr3333dom Seems the way we're going. Lord, I hope Bilderbergs don't pay for Hitlery like they did O. #SemST",2,"$MENTION$ $MENTION$ Seems the way we 're going . [EOS]
Lord , I hope Bilderbergs do not pay for Hitlery like they did O. # SemST [EOS]",Hillary Clinton [EOS],103.44303797468355
1565,Hillary Clinton,63% Think Hillary Clinton May Have Helped Foreign Donors As Secretary of State @Rasmussen_Poll #SemST,2,"63 % Think Hillary Clinton May Have Helped Foreign Donors As Secretary of State $MENTION$ [EOS]
# SemST [EOS]",Hillary Clinton [EOS],103.45
1566,Feminist Movement,"@WiTOpoli I hope everyone is going to see ""she's beautiful when she's angry""; see the origins of what you are doing #SemST",2,"$MENTION$ I hope everyone is going to see "" she 's beautiful when she 's angry "" ; see the origins of what you are doing # SemST [EOS]",Feminist Movement [EOS],103.45569620253164
1567,Feminist Movement,@LukeIsNotSexy hopefully that doesn't come across as shouting I just wanted to say that guys can wear whatever they want :) #SemST,2,$MENTION$ hopefully that does not come across as shouting I just wanted to say that guys can wear whatever they want :) # SemST [EOS],Feminist Movement [EOS],103.46835443037975
1568,Legalization of Abortion,"@ErikLoomis You're a historian? Of what , malice? Your hatred of her child is astonishing. #palin #SemST",2,"$MENTION$ You 're a historian ? [EOS]
Of what , malice ? [EOS]
Your hatred of her child is astonishing . [EOS]
# palin # SemST [EOS]",Legalization of Abortion [EOS],103.4875
1569,Atheism,@godless_mom I like how Jesus is reduced to appearing on toast and photoshopped images and they still praise it. #SemST,2,"$MENTION$ I like how Jesus is reduced to appearing on toast and photoshopped images and they still praise it . [EOS]
# SemST [EOS]",Atheism [EOS],103.4875
1570,Atheism,@Fatima_ZE @ginestarros   they delight in their abominations;--Isaiah 66:3 #JadeHelm15 #science #Revelation21:8 #SemST,2,$MENTION$ $MENTION$ they delight in their abominations;--Isaiah 66:3 # JadeHelm15 # science # Revelation21:8 # SemST [EOS],Atheism [EOS],103.5125
1571,Hillary Clinton,@NBCNews Stop promoting @HillaryClinton. She is a liar. Just like her impeached husband. #WakeUpAmerica  #SemST,2,"$MENTION$ Stop promoting $ MENTION$. She is a liar . [EOS]
Just like her impeached husband . [EOS]
# WakeUpAmerica # SemST [EOS]",Hillary Clinton [EOS],103.525
1572,Feminist Movement,@CB_Printer @adamnick_nick @victorymonk feminists want special right not equal right. Don't b a feminist #feministcruelty #SemST,2,"$MENTION$ $MENTION$ $MENTION$ feminists want special right not equal right . [EOS]
Do not b a feminist # feministcruelty # SemST [EOS]",Feminist Movement [EOS],103.54430379746836
1573,Legalization of Abortion,Some Bitches be scared to kill a little cockroach in their house but quick to kill a baby... #SemST,2,"Some Bitches be scared to kill a little cockroach in their house but quick to kill a baby ... [EOS]
# SemST [EOS]",Legalization of Abortion [EOS],103.55
1574,Atheism,sagar wadekar on spirituality: Have you sensed the summons to your journey? #spirituality #SemST,2,"sagar wadekar on spirituality : Have you sensed the summons to your journey ? [EOS]
# spirituality # SemST [EOS]",Atheism [EOS],103.5625
1575,Feminist Movement,"@alias_burgerboy @craigspissed @forthleft infanticide, child to parent abuse, sibling abuse, abuse against  males, LGBT DV #SemST",2,"$MENTION$ $MENTION$ $MENTION$ infanticide , child to parent abuse , sibling abuse , abuse against males , LGBT DV # SemST [EOS]",Feminist Movement [EOS],103.5625
1576,Donald Trump,I've come to the horrid conclusion that Conservatives just don't care what the Democrats do. #SemST,2,"I 've come to the horrid conclusion that Conservatives just do not care what the Democrats do . [EOS]
# SemST [EOS]",Donald Trump [EOS],103.5875
1577,Donald Trump,@realDonaldTrump you work on the Mexican wall and I will focus on the Canadian wall!! #trueenemy #Christie2016 #SemST,2,"$MENTION$ you work on the Mexican wall and I will focus on the Canadian wall ! ! [EOS]
# trueenemy # Christie2016 # SemST [EOS]",Donald Trump [EOS],103.5875
1578,Donald Trump,@realDonaldTrump  WE WANT TRUMP! WE WANT TRUMP! WE WANT TRUMP!!! #MakeAmericaGreatAgain #SemST,2,"$MENTION$ WE WANT TRUMP ! [EOS]
WE WANT TRUMP ! [EOS]
WE WANT TRUMP ! ! ! [EOS]
# MakeAmericaGreatAgain # SemST [EOS]",Donald Trump [EOS],103.6
1579,Donald Trump,@amcap76 @BlueJeanGirlNY @theblaze true conservatives want to save America from the Mexican horde.  #ImpeachObama #SemST,2,"$MENTION$ $MENTION$ $MENTION$ true conservatives want to save America from the Mexican horde . [EOS]
# ImpeachObama # SemST [EOS]",Donald Trump [EOS],103.6
1580,Legalization of Abortion,@LuM1996 @KurtSchlichter #Obama cares more about deserters than unborn babies #ProtectTheUnprotected #AntiAbortion #SemST,2,$MENTION$ $MENTION$ # Obama cares more about deserters than unborn babies # ProtectTheUnprotected # AntiAbortion # SemST [EOS],Legalization of Abortion [EOS],103.6125
1581,Feminist Movement,"@DaniBChristen Yes,a ""greater"" understanding because ur's is ""superior"" 2 mine LOL #IDontNeedFeminism #SemST",2,"$MENTION$ [EOS]
Yes , a "" greater "" understanding because ur 's is "" superior "" 2 mine LOL # IDontNeedFeminism # SemST [EOS]",Feminist Movement [EOS],103.625
1582,Legalization of Abortion,MathewsJeanne Thank you 4 your very #kind RT. God Bless You #Patriot. #babies matter #SemST,2,"MathewsJeanne Thank you 4 your very # kind RT . [EOS]
God Bless You # Patriot . [EOS]
# babies matter # SemST [EOS]",Legalization of Abortion [EOS],103.6375
1583,Feminist Movement,"IF FEMINISTS WERE HONEST   ""I know men don't have the right kind of thoughts.""   #GamerGate #SemST",2,"IF FEMINISTS WERE HONEST [EOS]
"" I know men do not have the right kind of thoughts . "" [EOS]
# GamerGate # SemST [EOS]",Feminist Movement [EOS],103.65
1584,Donald Trump,@realDonaldTrump we all want you as the next president !! You tell it has it is and not as a spineless politician! #SemST,2,"$MENTION$ we all want you as the next president ! ! [EOS]
You tell it has it is and not as a spineless politician ! [EOS]
# SemST [EOS]",Donald Trump [EOS],103.68354430379746
1585,Feminist Movement,FEMINIST WHO TOOK PHOTOS OF MEN'S  CROTCHES SHOULD BE CHARGED.  #MANSPREADING #SemST,2,"FEMINIST WHO TOOK PHOTOS OF MEN 'S CROTCHES SHOULD BE CHARGED . [EOS]
# MANSPREADING # SemST [EOS]",Feminist Movement [EOS],103.6875
1586,Hillary Clinton,@JohnnyHeldt @keriRN We are one Republican president away from Scalia Law.. #electionsmatter #election2016 #SemST,2,"$MENTION$ $MENTION$ We are one Republican president away from Scalia Law .. [EOS]
# electionsmatter # election2016 # SemST [EOS]",Hillary Clinton [EOS],103.6875
1587,Atheism,"God is faithful, his gospel is powerful, and the Spirit is transforming. #church #Sunday #SemST",2,"God is faithful , his gospel is powerful , and the Spirit is transforming . [EOS]
# church # Sunday # SemST [EOS]",Atheism [EOS],103.6875
1588,Feminist Movement,Whenever someone picks an actress for Last Man Stanton it is p. dismal. #sad #questionmark #SemST,2,"Whenever someone picks an actress for Last Man Stanton it is p. dismal . [EOS]
# sad # questionmark # SemST [EOS]",Feminist Movement [EOS],103.6875
1589,Donald Trump,@sallykohn supports the killing of Americans at the hands of illegal aliens and the persecution of Christians. #SemST,2,"$MENTION$ supports the killing of Americans at the hands of illegal aliens and the persecution of Christians . [EOS]
# SemST [EOS]",Donald Trump [EOS],103.7
1590,Hillary Clinton,@FoxNews #HappeningNow optics problem? No the real Hillary Clinton has stood up #ClintonCash #IaVotes #SemST,2,"$MENTION$ # HappeningNow optics problem ? [EOS]
No the real Hillary Clinton has stood up # ClintonCash # IaVotes # SemST [EOS]",Hillary Clinton [EOS],103.7125
1591,Legalization of Abortion,#Humans have taken over the role of #God - #RachelDolezal #CaitlynJenner #SCOTUSMarriage #SemST,2,# Humans have taken over the role of # God - # RachelDolezal # CaitlynJenner # SCOTUSMarriage # SemST [EOS],Legalization of Abortion [EOS],103.725
1592,Hillary Clinton,"Just how many more days do we have to endure before January 20, 2017? #ObamaHatesAmerica #SemST",2,"Just how many more days do we have to endure before January 20 , 2017 ? [EOS]
# ObamaHatesAmerica # SemST [EOS]",Hillary Clinton [EOS],103.725
1593,Legalization of Abortion,"I was an accidental baby and as far as I know, my parents were happy to have me. #thanksmom #SemST",2,"I was an accidental baby and as far as I know , my parents were happy to have me . [EOS]
# thanksmom # SemST [EOS]",Legalization of Abortion [EOS],103.75
1594,Legalization of Abortion,@WildChild69 @AnnieJMJ @binghamrk Jesus says to trust him in ALL things not to put trust in men or the world. #SemST,2,"$MENTION$ $MENTION$ $MENTION$ [EOS]
Jesus says to trust him in ALL things not to put trust in men or the world . [EOS]
# SemST [EOS]",Legalization of Abortion [EOS],103.7625
1595,Donald Trump,And how many  #latinos enemies you gained in 1 week? 50 million!! @realDonaldTrump #SemST,2,"And how many # latinos enemies you gained in 1 week ? [EOS]
50 million ! ! [EOS]
$MENTION$ [EOS]
# SemST [EOS]",Donald Trump [EOS],103.7625
1596,Donald Trump,Just because you own a casino (bankrupt) doesn't mean your family didn't immigrate too #America #SemST,2,Just because you own a casino ( bankrupt ) does not mean your family did not immigrate too # America # SemST [EOS],Donald Trump [EOS],103.775
1597,Donald Trump,"Corporate America showing there Asses, over #trump is just wrong! I am making note! #SemST",2,"Corporate America showing there Asses , over # trump is just wrong ! [EOS]
I am making note ! [EOS]
# SemST [EOS]",Donald Trump [EOS],103.7875
1598,Hillary Clinton,@jhewitt1280 @SpeakerBoehner @HouseBenghazi @TGowdySC What her emails? They released the rest all very boring. #SemST,2,"$MENTION$ $MENTION$ $MENTION$ $MENTION$ [EOS]
What her emails ? [EOS]
They released the rest all very boring . [EOS]
# SemST [EOS]",Hillary Clinton [EOS],103.8
1599,Hillary Clinton,@AutumnNAlston @JonathanDKF @_sarah_babb_ @McCollumMike @HillaryClinton @HillaryforSC Inaugural tweet from our new account! Go #SemST,2,"$MENTION$ $MENTION$ $MENTION$ $MENTION$ $MENTION$ $MENTION$ Inaugural tweet from our new account ! [EOS]
Go # SemST [EOS]",Hillary Clinton [EOS],103.8125
1600,Legalization of Abortion,"If you aren't responsible enough to take care of a baby, why are you having unprotected sex? #SemST",2,"If you are not responsible enough to take care of a baby , why are you having unprotected sex ? [EOS]
# SemST [EOS]",Legalization of Abortion [EOS],103.8125
1601,Feminist Movement,"I always enjoy being called a slut, or a bitch by feminists for my opinions. #AntiFeminism  #SemST",2,"I always enjoy being called a slut , or a bitch by feminists for my opinions . [EOS]
# AntiFeminism # SemST [EOS]",Feminist Movement [EOS],103.8125
1602,Feminist Movement,@Eliah_R they know Bush was bad because they were told he was bad but they don't understand why & now history repeats #SemST,2,$MENTION$ they know Bush was bad because they were told he was bad but they do not understand why & now history repeats # SemST [EOS],Feminist Movement [EOS],103.82278481012658
1603,Hillary Clinton,@thehill Who's in charge of Hillary's campaign? Please get it under control and on message. #smh #SemST,2,"$MENTION$ [EOS]
Who 's in charge of Hillary 's campaign ? [EOS]
Please get it under control and on message . [EOS]
# smh # SemST [EOS]",Hillary Clinton [EOS],103.82278481012658
1604,Legalization of Abortion,@emrata did u become a lib before or after u made it in Hollywood? #BlackLivesDontMatter #whitebrunch #SemST,2,"$MENTION$ did u become a lib before or after u made it in Hollywood ? [EOS]
# BlackLivesDontMatter # whitebrunch # SemST [EOS]",Legalization of Abortion [EOS],103.825
1605,Legalization of Abortion,"@BuhayIpaglaban @_msthirdward @blueskies366 ""Natural"" family planning isn't ""planning"" at all since it just doesn't work. #SemST",2,"$MENTION$ $MENTION$ $MENTION$ "" Natural "" family planning is not "" planning "" at all since it just does not work . [EOS]
# SemST [EOS]",Legalization of Abortion [EOS],103.86075949367088
1606,Legalization of Abortion,It is not progressive to try to resolve problems by eliminating a human life. - #PopeFrancis #SemST,2,"It is not progressive to try to resolve problems by eliminating a human life . - [EOS]
# PopeFrancis # SemST [EOS]",Legalization of Abortion [EOS],103.8625
1607,Feminist Movement,"MRAs just tried to ""enlighten"" me, which went about as well as the flight of the Hindenburg. #SemST",2,"MRAs just tried to "" enlighten "" me , which went about as well as the flight of the Hindenburg . [EOS]
# SemST [EOS]",Feminist Movement [EOS],103.8625
1608,Donald Trump,I'm offended @HillaryClinton is Not in Prison & I'm offended  hasn't started 2 #ImpeachObama Now @BarackObama  #SemST,2,I 'm offended $MENTION$ is Not in Prison & I 'm offended has not started 2 # ImpeachObama Now $MENTION$ # SemST [EOS],Donald Trump [EOS],103.875
1609,Legalization of Abortion,"@beckaviau @MikeRedmondNDP duh.... Planned pregnancy around election date, new fad. Get with the times. #SemST",2,"$MENTION$ $MENTION$ duh .... [EOS]
Planned pregnancy around election date , new fad . [EOS]
Get with the times . [EOS]
# SemST [EOS]",Legalization of Abortion [EOS],103.8875
1610,Feminist Movement,@ThistleWeb @AngGallacher @_Mozza_ for someone who's supposed to be a woman she just has no idea #sisterhood #equality #SemST,2,$MENTION$ $MENTION$ $MENTION$ for someone who 's supposed to be a woman she just has no idea # sisterhood # equality # SemST [EOS],Feminist Movement [EOS],103.8875
1611,Legalization of Abortion,When you bring up the 50 million black babies aborted in the past 30 years people get offended... #SemST,2,When you bring up the 50 million black babies aborted in the past 30 years people get offended ... # SemST [EOS],Legalization of Abortion [EOS],103.8875
1612,Legalization of Abortion,RT @ProLifeYouth: #SCOTUS says they support equality for all. Well what about equality for the unborn?  #SemST,2,"RT $MENTION$ : # SCOTUS says they support equality for all . [EOS]
Well what about equality for the unborn ? [EOS]
# SemST [EOS]",Legalization of Abortion [EOS],103.9
1613,Feminist Movement,The problem with liberals' tolerance is that it is only extended to those who agree with them #tcot #SemST,2,The problem with liberals ' tolerance is that it is only extended to those who agree with them # tcot # SemST [EOS],Feminist Movement [EOS],103.9125
1614,Legalization of Abortion,In Ireland the unborn child has constitutional protection. Long may this continued.Youth #SemST,2,"In Ireland the unborn child has constitutional protection . [EOS]
Long may this continued . [EOS]
Youth # SemST [EOS]",Legalization of Abortion [EOS],103.925
1615,Legalization of Abortion,@LogicOfLife7 I don't think I have a right to use someone else's body without consent. Do you? #rapeculture #SemST,2,"$MENTION$ I do not think I have a right to use someone else 's body without consent . [EOS]
Do you ? [EOS]
# rapeculture # SemST [EOS]",Legalization of Abortion [EOS],103.9620253164557
1616,Hillary Clinton,"@seanhannity we lost 4,000 of our Military boys when your President pulled out of Iraq.  #LiberalConsequences  #SemST",2,"$MENTION$ we lost 4,000 of our Military boys when your President pulled out of Iraq . [EOS]
# LiberalConsequences # SemST [EOS]",Hillary Clinton [EOS],103.975
1617,Hillary Clinton,Thank you for your kind RTs and FAVs @pamnsc !!! #WakeUpAmerica #todosmarchamos #Cuba #SemST,2,"Thank you for your kind RTs and FAVs $MENTION$ ! ! ! [EOS]
# WakeUpAmerica # todosmarchamos # Cuba # SemST [EOS]",Hillary Clinton [EOS],103.9875
1618,Legalization of Abortion,Why is it illegal to kill an unhatched eagle egg but its legal to kill an unborn human baby?isright #SemST,2,Why is it illegal to kill an unhatched eagle egg but its legal to kill an unborn human baby?isright # SemST [EOS],Legalization of Abortion [EOS],104.0
1619,Legalization of Abortion,@BruvverEccles @Telegraph @David_Cameron I despair! I want grandchildren or are they a 'luxury item' #Catholic #SemST,2,"$MENTION$ $MENTION$ $MENTION$ [EOS]
I despair ! [EOS]
I want grandchildren or are they a ' luxury item ' # Catholic # SemST [EOS]",Legalization of Abortion [EOS],104.025
1620,Legalization of Abortion,@KarrattiPaul @chooseliferacer And gov't $ should never go to the largest corporation that murders little babies. Defund #SemST,2,"$MENTION$ $MENTION$ [EOS]
And gov't $ should never go to the largest corporation that murders little babies . [EOS]
Defund # SemST [EOS]",Legalization of Abortion [EOS],104.0253164556962
1621,Legalization of Abortion,"@irritatedwoman I don't know about you, but I didn't vote for the GOP to capitulate to the Dems. #AllLivesMatter #SemST",2,"$MENTION$ I do not know about you , but I did not vote for the GOP to capitulate to the Dems . [EOS]
# AllLivesMatter # SemST [EOS]",Legalization of Abortion [EOS],104.0375
1622,Hillary Clinton,@DemocratHashtag #GOP will continue to widen their field of candidates until they find someone named Ben Ghazi to run against #SemST,2,$MENTION$ # GOP will continue to widen their field of candidates until they find someone named Ben Ghazi to run against # SemST [EOS],Hillary Clinton [EOS],104.0379746835443
1623,Feminist Movement,"If masculinity is toxic, then I must be a nuclear waste facility. #gamergate #dumbfeminist #SemST",2,"If masculinity is toxic , then I must be a nuclear waste facility . [EOS]
# gamergate # dumbfeminist # SemST [EOS]",Feminist Movement [EOS],104.05
1624,Legalization of Abortion,@Johnseago: because of my work as a patient advocate I know that this bill would not save these patients. #txlege #SemST,2,"$MENTION$ : because of my work as a patient advocate I know that this bill would not save these patients . [EOS]
# txlege # SemST [EOS]",Legalization of Abortion [EOS],104.0506329113924
1625,Hillary Clinton,@GOP Why should I believe you on this? The GOP leaders in congress won't fight Obama now!!! #tcot #SemST,2,"$MENTION$ Why should I believe you on this ? [EOS]
The GOP leaders in congress wo not fight Obama now ! ! ! [EOS]
# tcot # SemST [EOS]",Hillary Clinton [EOS],104.0632911392405
1626,Atheism,#Speak those #Things that #BeNot as though they #Were = #PursuitOfHappiness #SuccessSeason #SemST,2,# Speak those # Things that # BeNot as though they # Were = # PursuitOfHappiness # SuccessSeason # SemST [EOS],Atheism [EOS],104.0875
1627,Atheism,@my77cents @ACreativeMuggle @GernBlanston6 @JohnnyArgent So much easier to be joyful and help others without all that guilt. #SemST,2,"$MENTION$ $MENTION$ $MENTION$ $MENTION$ [EOS]
So much easier to be joyful and help others without all that guilt . [EOS]
# SemST [EOS]",Atheism [EOS],104.0886075949367
1628,Donald Trump,@luzcarolinarov @damian_becker Right-wing idiots in the US are capable of anything. Including voting for extreme racist #SemST,2,"$MENTION$ $MENTION$ Right - wing idiots in the US are capable of anything . [EOS]
Including voting for extreme racist # SemST [EOS]",Donald Trump [EOS],104.1
1629,Legalization of Abortion,#ProLifeYouth know that human life in the womb is as valuable as human life outside the womb. #SemST,2,"# ProLifeYouth know that human life in the womb is as valuable as human life outside the womb . [EOS]
# SemST [EOS]",Legalization of Abortion [EOS],104.1
1630,Donald Trump,"@Montel_Williams , ex 2bit talk show host, talking shit about @realDonaldTrump . Fuck off montel!! @cnn. #SemST",2,"$MENTION$ , ex 2bit talk show host , talking shit about $MENTION$ . [EOS]
Fuck off montel ! ! [EOS]
$ MENTION$. # SemST [EOS]",Donald Trump [EOS],104.1125
1631,Feminist Movement,"And no femaskanks, your gender studies degree isn't as valuable as a S.T.E.M degree.... #SemST",2,"And no femaskanks , your gender studies degree is not as valuable as a S.T.E.M degree .... [EOS]
# SemST [EOS]",Feminist Movement [EOS],104.125
1632,Legalization of Abortion,Now #EqualMarriage is legal in #Ireland how about they look into making abortions legal too? #SemST,2,"Now # EqualMarriage is legal in # Ireland how about they look into making abortions legal too ? [EOS]
# SemST [EOS]",Legalization of Abortion [EOS],104.125
1633,Hillary Clinton,@maggieNYT @dawnjerrene They should of snatched that rope right out of hands of those holding it & hogtied them with it. #SemST,2,"$MENTION$ $MENTION$ They should of snatched that rope right out of hands of those holding it & hogtied them with it . [EOS]
# SemST [EOS]",Hillary Clinton [EOS],104.17721518987342
1634,Legalization of Abortion,"@TweetinFeminist @casey_knox @RickCanton stop being so stupidly dramatic w your ""reasons"" why #Anencephaly #RedBagBabies #SemST",2,"$MENTION$ $MENTION$ $MENTION$ stop being so stupidly dramatic w your "" reasons "" why # Anencephaly # RedBagBabies # SemST [EOS]",Legalization of Abortion [EOS],104.1875
1635,Donald Trump,@RNRLouisiana @willie_mays24 @RNROklahoma  THIS kind of open defiance is what is needed but on a massive scale #tcot #LNYHBT #SemST,2,"$MENTION$ $MENTION$ $MENTION$ [EOS]
THIS kind of open defiance is what is needed but on a massive scale # tcot # LNYHBT # SemST [EOS]",Donald Trump [EOS],104.18987341772151
1636,Donald Trump,@realDonaldTrump Just watched you on @FoxNews. You are awesome! You have my vote! #MakeAmericaGreatAgain #SemST,2,"$MENTION$ Just watched you on $ MENTION$. You are awesome ! [EOS]
You have my vote ! [EOS]
# MakeAmericaGreatAgain # SemST [EOS]",Donald Trump [EOS],104.2
1637,Feminist Movement,feminism appeared for ray rice domestic violence but disappear for hope sole's #doublestandards #SemST,2,feminism appeared for ray rice domestic violence but disappear for hope sole 's # doublestandards # SemST [EOS],Feminist Movement [EOS],104.2
1638,Legalization of Abortion,"@BuhayIpaglaban @laurawrpie Might be worth discussing with ""#prolife"" if they weren't totally impervious to facts. #SemST",2,"$MENTION$ $MENTION$ Might be worth discussing with "" # prolife "" if they were not totally impervious to facts . [EOS]
# SemST [EOS]",Legalization of Abortion [EOS],104.225
1639,Feminist Movement,Many feminist are praising hope solo!! She( domestic abuser) has become their idol!! #SemST,2,"Many feminist are praising hope solo ! ! [EOS]
She ( domestic abuser ) has become their idol ! ! [EOS]
# SemST [EOS]",Feminist Movement [EOS],104.225
1640,Legalization of Abortion,It is a poverty to decided that a child must die so that you may live as you wish. -Mother Teresa #SemST,2,"It is a poverty to decided that a child must die so that you may live as you wish . [EOS]
-Mother Teresa # SemST [EOS]",Legalization of Abortion [EOS],104.2375
1641,Feminist Movement,@scarletbanduk would you not rather just define your genre as a guitar band than a 'female-fronted guitar band' ? ;) #SemST,2,"$MENTION$ would you not rather just define your genre as a guitar band than a ' female - fronted guitar band ' ? [EOS]
;) # SemST [EOS]",Feminist Movement [EOS],104.24050632911393
1642,Hillary Clinton,"WHAT IS ""THE THREAD OF VIOLIN EXTREMISM?"" #OBAMA #ISIS #ISIL #tcot #Elocution #SemST",2,"WHAT IS "" THE THREAD OF VIOLIN EXTREMISM ? "" [EOS]
# OBAMA # ISIS # ISIL # tcot # Elocution # SemST [EOS]",Hillary Clinton [EOS],104.25
1643,Legalization of Abortion,We are the #prolifegen and we will abolish abortion in our lifetime! #prolifefuture #tcot #SemST,2,"We are the # prolifegen and we will abolish abortion in our lifetime ! [EOS]
# prolifefuture # tcot # SemST [EOS]",Legalization of Abortion [EOS],104.2625
1644,Donald Trump,@BraveConWarrior stories like this make think PATRIOTS are at the end of the string. all kinds of shit is going to hit fan #SemST,2,"$MENTION$ stories like this make think PATRIOTS are at the end of the string . [EOS]
all kinds of shit is going to hit fan # SemST [EOS]",Donald Trump [EOS],104.26582278481013
1645,Hillary Clinton,@murphymike @blakehounshell @ScottFConroy let's see jebs emails from 2000 when he helped his idiot brother steal the presidency #SemST,2,$MENTION$ $MENTION$ $MENTION$ let 's see jebs emails from 2000 when he helped his idiot brother steal the presidency # SemST [EOS],Hillary Clinton [EOS],104.275
1646,Feminist Movement,@TheMarySue is fine with  @LenaDunham being a child molestor but not when a fictional character gets raped.  #SJWLogic #SemST,2,"$MENTION$ is fine with $MENTION$ being a child molestor but not when a fictional character gets raped . [EOS]
# SJWLogic # SemST [EOS]",Feminist Movement [EOS],104.27848101265823
1647,Legalization of Abortion,"@toby_dorena Any pregnancy can turn deadly at any time, without warning. I can't force that on someone. #SemST",2,"$MENTION$ [EOS]
Any pregnancy can turn deadly at any time , without warning . [EOS]
I ca not force that on someone . [EOS]
# SemST [EOS]",Legalization of Abortion [EOS],104.27848101265823
1648,Hillary Clinton,#AskBobby would you blame an obscure film maker for the death of #USAmbassador in #Benghazi like #SemST,2,# AskBobby would you blame an obscure film maker for the death of # USAmbassador in # Benghazi like # SemST [EOS],Hillary Clinton [EOS],104.3
1649,Feminist Movement,@watchyoomouth_ @SCbchbum are you fucking KIDDING ME? so you're saying that justifies rape? #rapeculture #smdh #SemST,2,"$MENTION$ $MENTION$ are you fucking KIDDING ME ? [EOS]
so you 're saying that justifies rape ? [EOS]
# rapeculture # smdh # SemST [EOS]",Feminist Movement [EOS],104.31645569620254
1650,Legalization of Abortion,There should be no law or funding which justifies the murder of innocent life.   #CCOT #pjnet #SemST,2,"There should be no law or funding which justifies the murder of innocent life . [EOS]
# CCOT # pjnet # SemST [EOS]",Legalization of Abortion [EOS],104.325
1651,Atheism,"Heaven and earth will pass away, but My words will not pass away. Matthew 24:35 #Tworship #SemST",2,"Heaven and earth will pass away , but My words will not pass away . [EOS]
Matthew 24:35 # Tworship # SemST [EOS]",Atheism [EOS],104.325
1652,Hillary Clinton,@CNNSotu @jaketapper - Can we get back to the issues? That's what #Bernie2016 wants to talk about. Not about #SemST,2,"$MENTION$ $MENTION$ - Can we get back to the issues ? [EOS]
That 's what # Bernie2016 wants to talk about . [EOS]
Not about # SemST [EOS]",Hillary Clinton [EOS],104.32911392405063
1653,Donald Trump,The .@nyse doesn't just halt all trades ... What's up #grexit #ChinaMeltdown #tcot #nationaldebt #SemST,2,"The .$MENTION$ does not just halt all trades ... [EOS]
What 's up # grexit # ChinaMeltdown # tcot # nationaldebt # SemST [EOS]",Donald Trump [EOS],104.3375
1654,Hillary Clinton,@DefendWallSt Where could I find those books? I'm only aware of the books with substantiated accusations. #SemST,2,"$MENTION$ Where could I find those books ? [EOS]
I 'm only aware of the books with substantiated accusations . [EOS]
# SemST [EOS]",Hillary Clinton [EOS],104.3375
1655,Feminist Movement,@TarheelKrystle @primatemachine Bowing down but not in a threatening way. B/c even bowing down can be triggering. #SemST,2,"$MENTION$ $MENTION$ [EOS]
Bowing down but not in a threatening way . [EOS]
B / c even bowing down can be triggering . [EOS]
# SemST [EOS]",Feminist Movement [EOS],104.35443037974683
1656,Atheism,"@I_Love_Atheism fyi, @linkshund is an extremely disturbed individual whose only solace is to try to cause pain to others. #SemST",2,"$MENTION$ fyi , $MENTION$ is an extremely disturbed individual whose only solace is to try to cause pain to others . [EOS]
# SemST [EOS]",Atheism [EOS],104.35443037974683
1657,Legalization of Abortion,@nice_euna Its not only safe but contrally to the ten commandments... Thy shall not kill #ItsNotonItsNotSafe #SemST,2,"$MENTION$ Its not only safe but contrally to the ten commandments ... [EOS]
Thy shall not kill # ItsNotonItsNotSafe # SemST [EOS]",Legalization of Abortion [EOS],104.3625
